COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
3444 BALSAM DR SW HOUSING,3444 BALSAM DR SW,3307 SPRUCE DR SW,HOUSING - TOWNHOUSE,WARD 6,SPRUCE CLIFF,{0CC97D68-BA31-4341-9687-EA14D9284CC4},"MULTIPOLYGON (((-114.1372106 51.0434547, -114.1372101 51.0435537, -114.1372915 51.0435536, -114.1372912 51.0434546, -114.1372106 51.0434547)))"
40 PLUM TREE PL SW HOUSING,40 PLUM TREE PL SW,3307 SPRUCE DR SW,HOUSING - TOWNHOUSE,WARD 6,SPRUCE CLIFF,{C4ABA96D-5C7E-4A66-A9A2-EC1C61CFE6C6},"MULTIPOLYGON (((-114.1360253 51.0437973, -114.1359437 51.0437975, -114.1359441 51.043896, -114.1360256 51.0438959, -114.1360253 51.0437973)))"
3404 BALSAM DR SW HOUSING,3404 BALSAM DR SW,3307 SPRUCE DR SW,HOUSING - TOWNHOUSE,WARD 6,SPRUCE CLIFF,{5F4CF814-5205-4609-B7F2-0B72731C7182},"MULTIPOLYGON (((-114.1360251 51.0434418, -114.1359439 51.0434421, -114.1359449 51.043541, -114.1360269 51.0435406, -114.1360251 51.0434418)))"
3519 8 AV SW HOUSING,3519 8 AV SW,3307 SPRUCE DR SW,HOUSING - TOWNHOUSE,WARD 6,SPRUCE CLIFF,{57409DFD-719C-4426-96F4-CD87BF0E32D0},"MULTIPOLYGON (((-114.1386288 51.0448898, -114.1386307 51.0447905, -114.1385491 51.0447898, -114.1385472 51.0448892, -114.1386288 51.0448898)))"
14 PLUM TREE PL SW HOUSING,14 PLUM TREE PL SW,3307 SPRUCE DR SW,HOUSING - TOWNHOUSE,WARD 6,SPRUCE CLIFF,{D5B0BB7C-03D5-4B15-8232-056ECE5C6D3C},"MULTIPOLYGON (((-114.1364213 51.0442503, -114.1364216 51.0443496, -114.1365034 51.0443494, -114.1365033 51.0443386, -114.1365033 51.0442502, -114.1364213 51.0442503)))"
3428 BALSAM DR SW HOUSING,3428 BALSAM DR SW,3307 SPRUCE DR SW,HOUSING - TOWNHOUSE,WARD 6,SPRUCE CLIFF,{C12D24AB-4D1E-468D-B3B7-7646DF2C8919},"MULTIPOLYGON (((-114.136973 51.0434551, -114.1368907 51.0434552, -114.1368911 51.0435542, -114.1369733 51.0435541, -114.136973 51.0434551)))"
#6 3805 47 ST SW HOUSING,#6 3805 47 ST SW,3805 47 ST SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{641D286B-FD71-41E2-8744-08343DF25B8B},"MULTIPOLYGON (((-114.1560258 51.0206057, -114.1560258 51.0206103, -114.1560001 51.0206103, -114.1559998 51.0206706, -114.1561218 51.0206709, -114.156122 51.0206389, -114.1561296 51.0206389, -114.1561297 51.0206126, -114.1561568 51.0206126, -114.1561568 51.0206067, -114.1560258 51.0206057)))"
3523 8 AV SW HOUSING,3523 8 AV SW,3307 SPRUCE DR SW,HOUSING - TOWNHOUSE,WARD 6,SPRUCE CLIFF,{F65F7EDA-B897-4DD2-907F-DF050FD9E59B},"MULTIPOLYGON (((-114.1387127 51.0447739, -114.1387059 51.0447747, -114.1387056 51.044791, -114.1386307 51.0447905, -114.1386288 51.0448898, -114.1387105 51.0448904, -114.1387108 51.0448716, -114.1387127 51.0447759, -114.1387127 51.0447747, -114.1387127 51.0447739)))"
EDWORTHY PARK COMFORT STATION,5050 SPRUCE DR SW,5050 SPRUCE DR SW,WASHROOM,WARD 6,WILDWOOD,{16ED7CF2-B64B-4BB2-933A-44911B4F3CB7},"MULTIPOLYGON (((-114.1573734 51.0621828, -114.1573306 51.062263, -114.1574169 51.0622813, -114.1574232 51.0622826, -114.157466 51.0622026, -114.1573734 51.0621828)))"
EDWORTHY PARK - PICNIC SHELTER #5,5050 SPRUCE DR SW,5050 SPRUCE DR SW,PICNIC SHELTER,WARD 6,WILDWOOD,{39F4C244-B94B-41C4-98B6-40E68D0ED33B},"MULTIPOLYGON (((-114.1585103 51.0631319, -114.1584075 51.0631861, -114.1584705 51.0632337, -114.1585734 51.0631796, -114.1585219 51.0631407, -114.1585103 51.0631319)))"
CALGARY WILDWOOD COMMUNITY ASSOCIATION GARAGE,4411 SPRUCE DR SW,4411 SPRUCE DR SW,COMMUNITY AUXILIARY,WARD 6,WILDWOOD,{A90672F3-5D17-4D31-A0F4-ED41A42E9F10},"MULTIPOLYGON (((-114.1511022 51.0517556, -114.1511016 51.0518347, -114.1512107 51.051835, -114.1512113 51.0517559, -114.1511947 51.0517559, -114.1511455 51.0517557, -114.1511022 51.0517556)))"
GRIFFITH WOODS COMFORT STATION,45 DISCOVERY RIDGE LI SW,8450 50 AV SW,WASHROOM,WARD 6,DISCOVERY RIDGE,{486AE821-A63B-4738-B336-268B7F927ABD},"MULTIPOLYGON (((-114.2069461 51.0097194, -114.2069411 51.0097202, -114.2068766 51.0097303, -114.2068877 51.0097611, -114.2068801 51.0097624, -114.2068955 51.0097982, -114.2069063 51.0097978, -114.2069185 51.009828, -114.2069833 51.0098176, -114.2069864 51.0098171, -114.2069724 51.0097866, -114.2069949 51.009782, -114.2070073 51.0097794, -114.2069945 51.0097437, -114.2069782 51.0097461, -114.2069568 51.0097491, -114.2069461 51.0097194)))"
DISCOVERY RIDGE PUMP STATION #37,8540 LOWER SPRINGBANK RD SW,2808 STONEY TR SW,PUMP STATION,WARD 6,SPRINGBANK HILL,{6A1B7502-31CB-4DC0-B2C5-06D997162264},"MULTIPOLYGON (((-114.2088445 51.0201489, -114.2087771 51.0201024, -114.2086702 51.0201641, -114.2087376 51.0202106, -114.2088445 51.0201489)))"
SARCEE ADMIN TRAILER,100 WESTHILLS WY SW,100 WESTHILLS WY SW,SCALE HOUSE,WARD 6,SIGNAL HILL,{760A4D6A-3165-47F3-A5F1-3F582B86A99B},"MULTIPOLYGON (((-114.170743 51.0123517, -114.1707429 51.0123142, -114.1705921 51.0123144, -114.1705922 51.012351, -114.1705751 51.012351, -114.1705752 51.012371, -114.1707604 51.0123707, -114.1707604 51.0123517, -114.170743 51.0123517)))"
OPTIMIST STORAGE #2,5020 26 AV SW,5020 26 AV SW,SHACK/SHED/SHOP,WARD 6,GLENDALE,{9488FDE3-9CFB-44C4-86FF-BA79C6F63CCB},"MULTIPOLYGON (((-114.1607282 51.0322218, -114.1606655 51.0322223, -114.1606436 51.0322224, -114.1606458 51.032333, -114.1606659 51.0323329, -114.1607303 51.0323324, -114.1607282 51.0322218)))"
SARCEE TRAIL PUMP STATION #34,3513 SARCEE TR SW,,PUMP STATION,WARD 6,SIGNAL HILL,{F7E3686C-861E-47F5-95E1-2C3234F6D59C},"MULTIPOLYGON (((-114.1647994 51.0224649, -114.1647994 51.022495, -114.1647995 51.0225115, -114.1647995 51.0225438, -114.164922 51.0225437, -114.1649219 51.0224648, -114.1647994 51.0224649)))"
STRATHCONA CHRISTIE ASPEN COMMUNITY ASSOCIATION,277 STRATHCONA DR SW,277 STRATHCONA DR SW,COMMUNITY GATHERING,WARD 6,STRATHCONA PARK,{B54E3239-BCB1-49E7-8E58-A0760569AEED},"MULTIPOLYGON (((-114.1798915 51.0471218, -114.1798646 51.0471961, -114.1798585 51.047213, -114.1798212 51.0472077, -114.1798184 51.0472073, -114.179778 51.0473193, -114.1797814 51.0473198, -114.1798159 51.0473248, -114.1798098 51.0473417, -114.1797956 51.0473808, -114.1798071 51.0473824, -114.1799737 51.0474064, -114.1799868 51.0473701, -114.1802656 51.0474101, -114.1803198 51.0472602, -114.1802666 51.0472526, -114.180225 51.0472466, -114.180043 51.0472204, -114.1800648 51.0471601, -114.1800694 51.0471473, -114.1799919 51.0471362, -114.1798915 51.0471218)))"
GLENDALE/GLENDALE MEADOWS COMMUNITY ASSOCIATION,4500 25 AV SW,4500 25 AV SW,COMMUNITY GATHERING,WARD 6,GLENDALE,{85FF4F0E-E1E0-4641-83B2-1ED5444DE88B},"MULTIPOLYGON (((-114.1495832 51.0328747, -114.1495512 51.0330783, -114.1500231 51.0331078, -114.1500259 51.0330899, -114.1500551 51.0329042, -114.1499689 51.0328988, -114.1495832 51.0328747)))"
GLENDALE/GLENDALE MEADOWS COMMUNITY ASSOCIATION SKATE SHACK,4500 25 AV SW,4500 25 AV SW,COMMUNITY AUXILIARY,WARD 6,GLENDALE,{6D78C3E1-256C-49EB-994B-5A7FD036E133},"MULTIPOLYGON (((-114.1489997 51.0326566, -114.1489339 51.0327265, -114.1490398 51.0327661, -114.1491056 51.0326962, -114.1489997 51.0326566)))"
BABE RUTH FIELDHOUSE,5020 26 AV SW,5020 26 AV SW,FIELD HOUSE,WARD 6,GLENDALE,{CD95227A-2453-4573-BD36-E459F2F8A130},"MULTIPOLYGON (((-114.1622033 51.0326228, -114.162119 51.0326627, -114.1622105 51.0327396, -114.1622948 51.0326996, -114.1622033 51.0326228)))"
69 ST SW LRT PARKADE,7085 17 AV SW,7085 17 AV SW,PARKADE (PUBLIC),WARD 6,SPRINGBANK HILL,{13E85475-D902-47EE-B462-156FF66BCD39},"MULTIPOLYGON (((-114.1879369 51.0370096, -114.1879383 51.0373475, -114.1890198 51.0373457, -114.1890205 51.0375033, -114.1903543 51.0375011, -114.1903522 51.0370056, -114.1879369 51.0370096)))"
EDWORTHY PARK COMFORT STN/OFF,5050 SPRUCE DR SW,5050 SPRUCE DR SW,DEPOT,WARD 6,WILDWOOD,{09AD0841-6D1D-42FC-B78E-A08CE8FAB8D7},"MULTIPOLYGON (((-114.155984 51.0636673, -114.1559218 51.0637144, -114.156052 51.0637828, -114.1561143 51.0637358, -114.155984 51.0636673)))"
EDWORTHY PARK PICNIC SHELTER,5050 SPRUCE DR SW,5050 SPRUCE DR SW,PICNIC SHELTER,WARD 6,WILDWOOD,{D29510A2-643C-443F-8A10-D77E9AE6A6C9},"MULTIPOLYGON (((-114.1544368 51.0631047, -114.1544333 51.0631077, -114.1543361 51.0631873, -114.1544154 51.0632257, -114.1544219 51.0632203, -114.1544612 51.0631881, -114.154464 51.0631858, -114.1545161 51.0631431, -114.1544397 51.0631061, -114.1544368 51.0631047)))"
GLAMORGAN COMMUNITY ASSOCIATION,4207 41 AV SW,4207 41 AV SW,COMMUNITY GATHERING,WARD 6,GLAMORGAN,{ECBDB51A-67DC-4A0E-8FA0-2FE6EF25FA84},"MULTIPOLYGON (((-114.1452779 51.0171218, -114.1451355 51.0171615, -114.1451485 51.01718, -114.1451315 51.0171848, -114.1451706 51.0172406, -114.1451843 51.0172435, -114.1451912 51.0172413, -114.145228 51.0172966, -114.1450986 51.0173309, -114.1450835 51.0173083, -114.1451165 51.0172995, -114.1450518 51.0172024, -114.1450421 51.017188, -114.1448735 51.0172327, -114.1449482 51.0173448, -114.1449537 51.0173433, -114.1449879 51.0173343, -114.1450022 51.0173559, -114.1449867 51.01736, -114.1449894 51.017364, -114.1450634 51.0174751, -114.1450796 51.0174739, -114.1450943 51.0174719, -114.1451151 51.0174671, -114.1451304 51.0174645, -114.1451507 51.0174637, -114.1451686 51.0174626, -114.1451837 51.0174591, -114.1454615 51.0173817, -114.1454576 51.0173761, -114.1454702 51.0173726, -114.1454719 51.0173721, -114.1454075 51.0172802, -114.1454052 51.0172808, -114.1453919 51.0172845, -114.1452795 51.0171241, -114.1452779 51.0171218)))"
SARCEE PARKS OPERATIONS YARD,105 WESTHILLS WY SW,100 WESTHILLS WY SW,BULK STORES,WARD 6,SIGNAL HILL,{F09DA568-FDD1-4ACB-82A5-CC5832320892},"MULTIPOLYGON (((-114.171028 51.0109717, -114.1710519 51.0109699, -114.1710386 51.0109623, -114.1710341 51.0109597, -114.1710388 51.0109448, -114.1710179 51.0109523, -114.170997 51.0109449, -114.1710019 51.0109597, -114.1709915 51.0109657, -114.1709841 51.01097, -114.171008 51.0109717, -114.1710181 51.0109855, -114.171028 51.0109717)))"
SARCEE FUEL ISLAND,100 WESTHILLS WY SW,100 WESTHILLS WY SW,FUEL STORES,WARD 6,SIGNAL HILL,{7C0DA22C-7F6A-42EA-A2DA-F0DECD330605},"MULTIPOLYGON (((-114.1713532 51.0127743, -114.1713771 51.0127726, -114.1713638 51.012765, -114.1713593 51.0127624, -114.1713641 51.0127475, -114.1713432 51.012755, -114.1713222 51.0127475, -114.1713271 51.0127624, -114.1713168 51.0127684, -114.1713094 51.0127727, -114.1713333 51.0127744, -114.1713433 51.0127882, -114.1713532 51.0127743)))"
FIRE STATION #33,3800 69 ST SW,3800 69 ST SW,FIRE,WARD 6,SIGNAL HILL,{8FA9C0A4-CEBB-4C1B-AB2C-477BC18020B2},"MULTIPOLYGON (((-114.1880858 51.0205355, -114.1879211 51.0204754, -114.1878452 51.0204477, -114.1878295 51.0204419, -114.1877128 51.0205702, -114.1876667 51.0205531, -114.1876359 51.020587, -114.1876824 51.0206042, -114.1876638 51.0206243, -114.1876916 51.0206341, -114.1876585 51.0207362, -114.1876403 51.020734, -114.1876201 51.0207931, -114.1876579 51.0207983, -114.1876472 51.0208291, -114.1878445 51.0208554, -114.1879907 51.0208749, -114.1880012 51.0208435, -114.1880358 51.020848, -114.1880573 51.0207898, -114.1880438 51.0207879, -114.1880469 51.0207694, -114.187998 51.0207631, -114.1880063 51.0207386, -114.1879296 51.0207092, -114.1880858 51.0205355)))"
DISCOVERY RIDGE COMMUNITY ASSOCIATION GARAGE,160 DISCOVERY RIDGE BV SW,160 DISCOVERY RIDGE BV SW,COMMUNITY AUXILIARY,WARD 6,DISCOVERY RIDGE,{F0842058-46EB-4874-AF40-0DDB75AB2933},"MULTIPOLYGON (((-114.2134526 51.0146973, -114.2134523 51.014637, -114.2132351 51.0146374, -114.2132354 51.0146977, -114.2134526 51.0146973)))"
FIRE STATION #29,7027 COACH HILL RD SW,7027 COACH HILL RD SW,FIRE,WARD 6,COACH HILL,{9446E734-345B-4AD4-ABB7-EB9FE8A6DC8A},"MULTIPOLYGON (((-114.1877517 51.0617092, -114.1875683 51.0615808, -114.1876493 51.0615349, -114.1875267 51.061449, -114.1873313 51.0615598, -114.18734 51.0615658, -114.1872471 51.0616185, -114.1872432 51.0616207, -114.1872617 51.0616336, -114.187152 51.0616958, -114.1871292 51.0617087, -114.187374 51.0618802, -114.1874537 51.061835, -114.1875284 51.0617926, -114.1875312 51.0617911, -114.1875295 51.0617899, -114.1875385 51.0617848, -114.1875742 51.0618098, -114.1877517 51.0617092)))"
SARCEE ACCESSORY STORAGE BLDG,130 WESTHILLS WY SW,100 WESTHILLS WY SW,DEPOT,WARD 6,SIGNAL HILL,{7201043E-C332-47CD-9A39-51D54056BC3E},"MULTIPOLYGON (((-114.1691605 51.013543, -114.1691782 51.013543, -114.1703471 51.0135434, -114.1703471 51.0134386, -114.1703472 51.0134291, -114.1691607 51.0134286, -114.1691605 51.013543)))"
OPTIMIST STORAGE #3,5020 26 AV SW,5020 26 AV SW,SHACK/SHED/SHOP,WARD 6,GLENDALE,{36F6B710-2F5C-4C24-9743-EB7C551B38B8},"MULTIPOLYGON (((-114.1626871 51.032984, -114.1625902 51.0329843, -114.1625677 51.0329844, -114.1625687 51.0331059, -114.1625881 51.0331058, -114.1626881 51.0331055, -114.1626871 51.032984)))"
MEDICINE HILL SHOP,390 PIITA RISE SW,390 PIITA RI SW,FABRICATION SHOP,WARD 6,COUGAR RIDGE,{070F6819-8434-4912-A8EE-F21A95E2474A},"MULTIPOLYGON (((-114.2100544 51.0776549, -114.2099246 51.0776203, -114.2098585 51.0777187, -114.2099883 51.0777533, -114.2100544 51.0776549)))"
5210 & 5212 35 AV SW HOUSING,5210 & 5212 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{02A95125-E1AB-4DAB-9887-8C1854AE5039},"MULTIPOLYGON (((-114.1615933 51.0224704, -114.1615932 51.0225354, -114.1615771 51.0225354, -114.1615769 51.0225998, -114.1616336 51.0225999, -114.1616336 51.0225926, -114.161699 51.0225927, -114.1616991 51.0225355, -114.1617151 51.0225355, -114.1617153 51.0224705, -114.1615933 51.0224704)))"
5214 & 5216 35 AV SW HOUSING,5214 & 5216 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{240D2591-B805-40B0-8542-BC36CC3604D7},"MULTIPOLYGON (((-114.1616406 51.022637, -114.1616403 51.0227126, -114.1618467 51.022713, -114.161847 51.0226374, -114.1616406 51.022637)))"
5222 & 5224 35 AV SW HOUSING,5222 & 5224 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{9C86E876-6056-46BC-888F-D300BE1AC860},"MULTIPOLYGON (((-114.1619513 51.022657, -114.161951 51.0226666, -114.1619469 51.0226665, -114.1619453 51.022722, -114.1619366 51.0227219, -114.1619347 51.0227871, -114.1620544 51.0227884, -114.1620563 51.022723, -114.1620669 51.0227232, -114.1620688 51.0226583, -114.1619513 51.022657)))"
SIROCCO UTILITY BULIDING,5800C 17 AV SW,,UTILITY BUILDING,WARD 6,CHRISTIE PARK,{3A3894AD-F301-4A98-9110-D6D06691F8B5},"MULTIPOLYGON (((-114.1707386 51.0378412, -114.1706697 51.0378706, -114.1706715 51.0378723, -114.1707777 51.0379715, -114.1708375 51.0380273, -114.1709064 51.037998, -114.1707386 51.0378412)))"
WILDFLOWER ARTS CENTRE,3363 SPRUCE DR SW,3363 SPRUCE DR SW,CULTURAL SPACE,WARD 6,SPRUCE CLIFF,{86C06F7D-0C6D-464F-9929-BE35CBD40F34},"MULTIPOLYGON (((-114.135464 51.0460933, -114.1353871 51.0463111, -114.1354475 51.0463196, -114.1354211 51.0463943, -114.1354046 51.046392, -114.1354013 51.0464012, -114.1353921 51.0464274, -114.1353879 51.0464394, -114.1353273 51.0464309, -114.1352746 51.0465803, -114.135584 51.0466237, -114.1355849 51.046621, -114.1355895 51.0466081, -114.1356231 51.0465129, -114.1357604 51.0465322, -114.135779 51.0464797, -114.1358065 51.0464835, -114.1358142 51.0464615, -114.1357865 51.0464576, -114.135805 51.0464054, -114.1356085 51.0463778, -114.1356204 51.0463443, -114.1356629 51.0463502, -114.1357004 51.0462441, -114.1357008 51.046243, -114.1357396 51.0461329, -114.1356193 51.0461161, -114.1356254 51.046099, -114.1355907 51.0460941, -114.135585 51.0461103, -114.135464 51.0460933)))"
5226 & 5228 35 AV SW HOUSING,5226 & 5228 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{C4A9CE2B-BBC3-4421-8B96-42A9EE829A4E},"MULTIPOLYGON (((-114.1620099 51.0224707, -114.1620098 51.0224824, -114.1620042 51.0224823, -114.1620041 51.0225362, -114.1619933 51.0225362, -114.1619932 51.0226013, -114.1621164 51.0226014, -114.1621165 51.0225369, -114.1621296 51.0225369, -114.1621297 51.0224708, -114.1620099 51.0224707)))"
LRT SUBSTATION #407,5440C 17 AV SW,,LRT SUBSTATION,WARD 6,CHRISTIE PARK,{50AC0BDE-632F-4AD1-8076-05410F270214},"MULTIPOLYGON (((-114.1652084 51.0401322, -114.1651073 51.0401519, -114.1651805 51.0403006, -114.1652816 51.0402808, -114.1652084 51.0401322)))"
325 10 ST NW HOUSING,325 10 ST NW,325 10 ST NW,HOUSING - APARTMENT,WARD 7,HILLHURST,{06CC53C3-093E-4623-B3C5-AB9F14C04CBA},"MULTIPOLYGON (((-114.0862483 51.0553265, -114.0864443 51.0553275, -114.0864437 51.0549951, -114.0864302 51.0549952, -114.0861684 51.0549954, -114.0861691 51.0553266, -114.0862483 51.0553265)))"
63 & 65 GLENGROVE CL SW HOUSING,63 & 65 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{B0C6F110-1703-46CB-BFD2-B9FFEADCECD2},"MULTIPOLYGON (((-114.1619463 51.022862, -114.1619463 51.0228959, -114.161956 51.0228959, -114.1619559 51.0229373, -114.1620476 51.0229373, -114.1620476 51.0229475, -114.162151 51.0229475, -114.1621511 51.0229046, -114.1621658 51.0229047, -114.1621658 51.0228621, -114.1619463 51.022862)))"
LRT SUBSTATION #408,3C CHRISTIE PARK GA SW,,LRT SUBSTATION,WARD 6,CHRISTIE PARK,{EADF85D0-7E70-4DF2-ADF6-3603F15EDCE6},"MULTIPOLYGON (((-114.1788282 51.0372936, -114.1787497 51.0373385, -114.1789181 51.0374554, -114.1789966 51.0374104, -114.1788282 51.0372936)))"
59 & 61 GLENGROVE CL SW HOUSING,59 & 61 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{20886E4E-9BBF-413E-B361-16344FA87E2D},"MULTIPOLYGON (((-114.1626997 51.0227694, -114.1625822 51.02277, -114.1625823 51.0227782, -114.1624797 51.0227788, -114.1624801 51.0228134, -114.1624889 51.0228134, -114.1624894 51.0228552, -114.1626859 51.0228542, -114.1626853 51.0228112, -114.1627002 51.0228111, -114.1626997 51.0227694)))"
5308 & 5310 35 AV SW HOUSING,5308 & 5310 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{66A24F35-0C21-4180-9854-E6E7B435C1BB},"MULTIPOLYGON (((-114.1628032 51.0224881, -114.1628028 51.022562, -114.1628154 51.022562, -114.1628151 51.0226269, -114.1628751 51.022627, -114.1628752 51.0226195, -114.1629378 51.0226196, -114.1629385 51.0224966, -114.1628687 51.0224964, -114.1628688 51.0224882, -114.1628032 51.0224881)))"
5320 & 5322 35 AV SW HOUSING,5320 & 5322 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{5EAE53F0-F58D-46C4-BC93-8246992C8403},"MULTIPOLYGON (((-114.1632274 51.0224727, -114.1632274 51.0224822, -114.1631674 51.0224821, -114.1631672 51.0225375, -114.1631534 51.0225375, -114.1631531 51.0226027, -114.1632218 51.0226028, -114.1632218 51.0226114, -114.16329 51.0226115, -114.1632905 51.0224728, -114.1632274 51.0224727)))"
55 & 57 GLENGROVE CL SW HOUSING,55 & 57 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{57230C63-362D-4BFF-96A4-2D90B5184575},"MULTIPOLYGON (((-114.1627192 51.0229301, -114.1627192 51.0229363, -114.1626611 51.0229364, -114.1626612 51.0230603, -114.1627278 51.0230602, -114.1627278 51.0230674, -114.1627976 51.0230674, -114.1627975 51.022994, -114.1627836 51.022994, -114.1627836 51.0229301, -114.1627192 51.0229301)))"
5304 &5306 35 AV SW HOUSING,5304 &5306 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{7A8310BF-722A-4EFB-8CC8-0CB45DB852D0},"MULTIPOLYGON (((-114.1627002 51.022503, -114.1624944 51.0225037, -114.1624947 51.0225439, -114.1624779 51.022544, -114.1624783 51.0225872, -114.1625978 51.0225868, -114.1625977 51.0225786, -114.1626994 51.0225783, -114.162699 51.0225395, -114.1627005 51.0225395, -114.1627002 51.022503)))"
5204 & 5206 35 AV SW HOUSING,5204 & 5206 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{23A0C934-BE01-47E1-A918-95634BF3A79C},"MULTIPOLYGON (((-114.1612349 51.0224684, -114.1612347 51.0225103, -114.1612204 51.0225103, -114.1612202 51.0225534, -114.1613372 51.0225536, -114.1613372 51.0225446, -114.1614408 51.0225448, -114.161441 51.0225051, -114.1614418 51.0225051, -114.1614419 51.0224688, -114.1612349 51.0224684)))"
5218 & 5220 35 AV SW HOUSING,5218 & 5220 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{8DDEAD63-6429-4D51-A94D-FA7DD1F9EAA9},"MULTIPOLYGON (((-114.1617727 51.0227988, -114.1616353 51.0227993, -114.1616361 51.0228734, -114.1616336 51.0228734, -114.1616343 51.0229376, -114.1616936 51.0229373, -114.1616935 51.02293, -114.1617595 51.0229297, -114.1617589 51.0228735, -114.1617735 51.0228734, -114.1617727 51.0227988)))"
SARCEE ADMINISTRATION BUILDING,110 WESTHILLS WY SW,100 WESTHILLS WY SW,ADMINISTRATION,WARD 6,SIGNAL HILL,{091DA398-3B1B-4FF8-A723-B6487426145D},"MULTIPOLYGON (((-114.1711191 51.0135539, -114.1714663 51.0135537, -114.1714659 51.0130289, -114.1711187 51.013029, -114.1711191 51.0135539)))"
4500 & 4502 RICHMOND RD SW HOUSING,4500 & 4502 RICHMOND RD SW,4502 RICHMOND RD SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{8149F08C-4E62-4D07-BAEE-FF673B5BA9FF},"MULTIPOLYGON (((-114.1513981 51.0195308, -114.1513071 51.0195313, -114.1513073 51.0195535, -114.1512175 51.019554, -114.1512188 51.0196555, -114.1513078 51.0196551, -114.1513075 51.019633, -114.1513994 51.0196325, -114.1513981 51.0195308)))"
