INSTDATE,FIRSTROAD,SECONDROAD,QUADRANT,INT_TYPE,PEDBUTTONS,PED_TIMER,ACCESSIBLE_PEDESTRIAN_SIGNAL,latitude,longitude,Point,Count,MISTNO,UNITID
1995-10-23,COUNTRY HILLS BOULEVARD,SARCEE TRAIL,NW,Traffic signal,Yes,No,No,51.137646944952586,-114.16438782401332,POINT (-114.16438782401332 51.137646944952586),1,0013,1109000627
1970-10-11,NORTHMOUNT DRIVE,BOWLEN STREET,NW,Overhead Flasher,Yes,No,No,51.090852071347285,-114.12371976305626,POINT (-114.12371976305626 51.090852071347285),1,B2527,1109000762
1989-12-06,NORTHMOUNT DRIVE,CAMBRIAN DRIVE,NW,Traffic signal,Yes,Yes,Yes,51.083018625127295,-114.09259658093086,POINT (-114.09259658093086 51.083018625127295),1,0095,1109000952
1998-08-12, 25 AVENUE,  3 STREET/STAMPEDE GRDS,SE,Traffic signal T intersection,Yes,Yes,No,51.03099932734737,-114.05700260333623,POINT (-114.05700260333623 51.03099932734737),1,0503,1109001356
1948-01-01,  4 AVENUE,  8 STREET,SW,Traffic signal,No,Yes,No,51.04984253581966,-114.08098075523377,POINT (-114.08098075523377 51.04984253581966),1,0291,1109001053
2004-12-02,130 AVENUE, 50 STREET,SE,Traffic signal,Yes,No,No,50.9318101423235,-113.9620163978251,POINT (-113.9620163978251 50.9318101423235),1,0857,1109001759
1970-01-01,  4 AVENUE,  5 STREET,SW,Traffic signal,Yes,Yes,Yes,51.0496343378111,-114.07357508383761,POINT (-114.07357508383761 51.0496343378111),1,0294,1109001123
2007-12-17,112 AVENUE,SARCEE TRAIL,NW,Traffic signal,Yes,No,No,51.15998598343051,-114.16243357238913,POINT (-114.16243357238913 51.15998598343051),1,0955,1109000634
2020-02-28,NOLAN HILL BOULEVARD,SHAGANAPPI TRAIL,NW,Traffic signal T intersection,Yes,Yes,Yes,51.17281649559415,-114.15472252526503,POINT (-114.15472252526503 51.17281649559415),1,1185,1110175508
1998-07-10, 64 AVENUE,CASTLERIDGE BV/MARTINDALE GT,NE,Traffic signal,Yes,Yes,Yes,51.11061090969096,-113.96530623318762,POINT (-113.96530623318762 51.11061090969096),1,0034,1109001755
1965-01-01,RICHMOND ROAD, 37 STREET,SW,Traffic signal,Yes,Yes,Yes,51.02244488119008,-114.14113340266968,POINT (-114.14113340266968 51.02244488119008),1,0543,1109000694
2019-03-27,CRANFORD WAY,CRANSTON ROUNDABOUT,SE,Pedestrian RRFB,Yes,No,No,50.8688243815496,-113.96923357171536,POINT (-113.96923357171536 50.8688243815496),1,B2719,1110173059
1993-09-13,BEDDINGTON BOULEVARD,BEDFORD DRIVE/4 STREET,NE,Traffic signal,Yes,No,No,51.12618870848957,-114.05542849922172,POINT (-114.05542849922172 51.12618870848957),1,0007,1109001377
1984-01-01,MEMORIAL DRIVE,DEERFOOT TRAIL ,SE,Traffic signal T intersection,No,No,No,51.0490241544904,-114.01632041268677,POINT (-114.01632041268677 51.0490241544904),1,0270,1109001455
2016-05-12,194 AVENUE,CHAPARRAL BV/WALDEN BOULEVARD,SE,Traffic signal,Yes,Yes,Yes,50.877693489515764,-114.02455366585784,POINT (-114.02455366585784 50.877693489515764),1,0800,1109980149
1977-01-01,SOUTHLAND DRIVE,HADDON RD/SACRAMENTO DR,SW,Traffic signal,Yes,Yes,Yes,50.96465650174201,-114.0791669424067,POINT (-114.0791669424067 50.96465650174201),1,0695,1109001058
2018-10-31,  8 AVENUE,  3 STREET,SE,Overhead Flasher,Yes,No,No,51.04514942967212,-114.05567403768178,POINT (-114.05567403768178 51.04514942967212),1,B2735,1110006473
2000-11-15,CROWCHILD TRAIL,SHAGANAPPI TRAIL,NW,Traffic signal,Yes,No,No,51.09724617468586,-114.14953830442221,POINT (-114.14953830442221 51.09724617468586),1,0803,1109000671
1988-07-14, 32 AVENUE CONNECTOR,  6 STREET,NE,Traffic signal T intersection,Yes,No,No,51.08840818095947,-114.04888863491375,POINT (-114.04888863491375 51.08840818095947),1,0133,1109000859
2011-02-22, 64 AVENUE,DEERFOOT TRAIL,NE,1/4 signal,No,No,No,51.11060503728487,-114.04501131056149,POINT (-114.04501131056149 51.11060503728487),1,0031,1109000881
1956-01-01,  5 AVENUE,  1 STREET,SW,Traffic signal,No,Yes,No,51.048458937752336,-114.06530465331724,POINT (-114.06530465331724 51.048458937752336),1,0311,1109001256
2007-05-07,5029,NOSE HILL DRIVE,NW,Traffic signal T intersection,Yes,No,No,51.107086261219614,-114.23981309676975,POINT (-114.23981309676975 51.107086261219614),1,0868,1109000528
2004-11-22,COUNTRY VILLAGE RD/PANAMOUNT B,HARVEST HILLS BOULEVARD,N,Traffic signal,Yes,Yes,Yes,51.16016105464903,-114.07076611923209,POINT (-114.07076611923209 51.16016105464903),1,0942,1109001182
1969-01-01, 26 AVENUE/BLACKFOOT TR RAMP,OGDEN ROAD/PORTLAND ST,SE,Traffic signal T intersection,Yes,No,No,51.03025966616818,-114.03224489227766,POINT (-114.03224489227766 51.03025966616818),1,0515,1109001417
1976-01-01,BEL-AIRE DRIVE/MAYFAIR ROAD,ELBOW DRIVE,SW,Traffic signal,Yes,Yes,Yes,50.99979886742401,-114.08314233926691,POINT (-114.08314233926691 50.99979886742401),1,0615,1109001028
1997-08-14, 16 AVENUE,FIRE HALL #10,NW,Fire signal,No,No,No,51.06694803360911,-114.10417720413959,POINT (-114.10417720413959 51.06694803360911),1,0789,1109000835
1980-01-01, 17 AVENUE,DEERFOOT TRAIL SB RAMP,SE,1/4 signal,No,No,No,51.03700290128409,-114.00670832611485,POINT (-114.00670832611485 51.03700290128409),1,0460,1109001483
1968-01-01,  5 AVENUE/6 AVENUE, 19 STREET,NW,Traffic signal,Yes,Yes,No,51.057413482477564,-114.10554901951708,POINT (-114.10554901951708 51.057413482477564),1,0235,1109000829
2024-03-26,KENSINGTON ROAD,16 STREET,NW,Pedestrian RRFB,Yes,No,No,51.05250597739697,-114.09814499022993,POINT (-114.09814499022993 51.05250597739697),1,B0093,1110417232
1953-01-01, 12 AVENUE,MACLEOD TRAIL,SE,Traffic signal,No,Yes,No,51.041288780416664,-114.05840719967328,POINT (-114.05840719967328 51.041288780416664),1,0419,1109001345
2021-05-04,ALDERSYDE GATE,LONGVIEW COMMON,SE,Traffic signal T intersection,Yes,Yes,Yes,50.86416088528592,-114.02988411839306,POINT (-114.02988411839306 50.86416088528592),1,1212,1110083534
2004-04-01, 11 STREET,DEERFOOT CITY ENTRANCE,NE,Traffic signal T intersection,Yes,No,No,51.10845965624888,-114.03640030444923,POINT (-114.03640030444923 51.10845965624888),1,0812,1109000921
1987-10-01,PARKDALE BOULEVARD, 27 STREET,NW,Overhead Flasher,Yes,No,No,51.05417219963412,-114.12551905002476,POINT (-114.12551905002476 51.05417219963412),1,B2555,1109000756
2014-03-27,EAST HILLS SOUTH ACCESS, 84 STREET,SE,Traffic signal,Yes,Yes,Yes,51.040435794767205,-113.9081404866485,POINT (-113.9081404866485 51.040435794767205),1,1115,1109737890
1988-12-08,LAKE FRASER GATE,MACLEOD TRAIL,S,Traffic signal T intersection,No,No,No,50.93944198379929,-114.06936828614006,POINT (-114.06936828614006 50.93944198379929),1,0740,1109001200
1956-01-01,  9 AVENUE,  1 STREET,SW,Traffic signal,No,Yes,No,51.0446831018318,-114.0655702959561,POINT (-114.0655702959561 51.0446831018318),1,0377,1109001251
1986-10-01,BOW CRESCENT/BOWWOOD DRIVE,BOWNESS ROAD,NW,Overhead Flasher,Yes,No,No,51.080222747346745,-114.17330562659531,POINT (-114.17330562659531 51.080222747346745),1,B2544,1109000608
2019-04-17,140 AVENUE/SYMONS VALLEY PARKWAY,STONEY TRAIL/14 STREET,NW,Traffic signal,Yes,Yes,Yes,51.181482948147284,-114.09463069643324,POINT (-114.09463069643324 51.181482948147284),1,1171,1110038969
1987-01-01, 24 AVENUE, 14 STREET,NW,Traffic signal T intersection,Yes,Yes,Yes,51.07426620136949,-114.09476510300195,POINT (-114.09476510300195 51.07426620136949),1,0165,1109000940
2002-10-26,GLENMORE TRAIL, 18 STREET,SE,Traffic signal,Yes,No,No,50.98164833343202,-114.01588823878494,POINT (-114.01588823878494 50.98164833343202),1,0637,1109001456
2020-09-22, 5801,130 AVENUE,SE,Traffic signal T intersection,Yes,Yes,Yes,50.92874177873632,-113.95071314660844,POINT (-113.95071314660844 50.92874177873632),1,1104,1110243636
2020-05-12,BLACKFOOT TRAIL, 15 STREET,SE,Traffic signal T intersection,Yes,Yes,Yes,51.035451933520264,-114.02445148678112,POINT (-114.02445148678112 51.035451933520264),1,1176,1109001443
1959-01-01, 11 AVENUE,MACLEOD TRAIL,SE,Traffic signal,Yes,Yes,Yes,51.042240755507635,-114.05837215238485,POINT (-114.05837215238485 51.042240755507635),1,0408,1109001346
2001-09-17,FALCONRIDGE DRIVE, 68 STREET,NE,Traffic signal,Yes,No,No,51.101429543445064,-113.93510561614394,POINT (-113.93510561614394 51.101429543445064),1,0900,1109001527
2021-09-29,EVERBROOK DRIVE,FISH CREEK BOULEVARD,SW,Overhead Flasher,Yes,No,No,50.921353842259826,-114.11520447013456,POINT (-114.11520447013456 50.921353842259826),1,B0046,1110280697
2015-01-21,BOWNESS ROAD, 79 STREET,NW,Pedestrian RRFB,Yes,No,No,51.08895231555834,-114.20149244448305,POINT (-114.20149244448305 51.08895231555834),1,B2798,1109791923
1972-01-01,McKNIGHT BOULEVARD,  4 STREET,NW,Traffic signal,Yes,No,No,51.09605572446996,-114.07151053197181,POINT (-114.07151053197181 51.09605572446996),1,0051,1109001171
1989-11-09, 16 AVENUE, 14 STREET,SW,Traffic signal,No,Yes,No,51.03849574798166,-114.09472445111281,POINT (-114.09472445111281 51.03849574798166),1,0436,1109000931
2020-08-12, 90 AVENUE,BARLOW SQUARE,SE,Traffic signal T intersection,Yes,Yes,Yes,50.972301063813774,-113.97869006440523,POINT (-113.97869006440523 50.972301063813774),1,1205,1110214615
2004-08-03,RICHARDSON WAY,RICHARDSON ROAD,SW,Traffic signal,Yes,No,No,51.01328313792681,-114.13646239023333,POINT (-114.13646239023333 51.01328313792681),1,0581,1109000718
1976-08-01,SOUTHLAND DRIVE,  5 STREET,SE,Overhead Flasher,Yes,No,No,50.964033339822485,-114.05230272334705,POINT (-114.05230272334705 50.964033339822485),1,B2665,1109001397
2015-01-23,SAGE HILL GATE,WALMART ACCESS,NW,Traffic signal T intersection,Yes,Yes,No,51.170798389072516,-114.14327494652234,POINT (-114.14327494652234 51.170798389072516),1,1132,1109807037
2016-01-04,GLENMORE TRAIL, 68 STREET,SE,Traffic signal,Yes,Yes,Yes,50.9795772053491,-113.93443858990855,POINT (-113.93443858990855 50.9795772053491),1,0825,1109001602
1977-01-01,SOUTHLAND DRIVE,BRAESIDE DRIVE/PALLISER DR,SW,Traffic signal,Yes,No,No,50.96141925294385,-114.1033326606725,POINT (-114.1033326606725 50.96141925294385),1,0692,1109000833
2019-06-25, 17 AVENUE,CENTRE STREET,S,Traffic signal,Yes,Yes,Yes,51.03783204944847,-114.06358313740184,POINT (-114.06358313740184 51.03783204944847),1,1180,1109243379
2009-11-13,RIVERFRONT AVENUE,  4 STREET,SE,Traffic signal T intersection,No,Yes,Yes,51.048890433316394,-114.05159283322617,POINT (-114.05159283322617 51.048890433316394),1,1039,1109390852
2003-10-04,DEERFOOT TRAIL,McKENZIE LAKE BOULEVARD,SE,Traffic signal T intersection,No,No,No,50.91645219908599,-113.97746518416044,POINT (-113.97746518416044 50.91645219908599),1,0881,1109001723
2018-01-23,130 AVENUE,DEERFOOT TRAIL,SE,Pedestrian RRFB,Yes,No,No,50.93168194776461,-113.97283471758176,POINT (-113.97283471758176 50.93168194776461),1,B2906,1110063421
1987-04-01,RADCLIFFE DRIVE, 36 STREET,SE,Traffic signal,Yes,Yes,Yes,51.048143120166074,-113.98164522520898,POINT (-113.98164522520898 51.048143120166074),1,0284,1109001695
1977-08-01,ACADIA DRIVE,120 AVENUE,SE,Overhead Flasher,Yes,No,No,50.94505070905779,-114.04249110514866,POINT (-114.04249110514866 50.94505070905779),1,B2674,1109000890
1956-01-01, 16 AVENUE, 10 STREET,NW,Traffic signal,Yes,Yes,No,51.06690677853043,-114.08487700413924,POINT (-114.08487700413924 51.06690677853043),1,0198,1109000997
2017-12-14,BROADCAST AVENUE, 85 STREET,SW,Traffic signal T intersection,Yes,Yes,Yes,51.06473090181362,-114.21097628778921,POINT (-114.21097628778921 51.06473090181362),1,0953,1110025839
2013-07-11,MARKET STREET/SETON CRESCENT,SETON WAY,SE,Traffic signal,Yes,Yes,Yes,50.879599066063946,-113.9567075858588,POINT (-113.9567075858588 50.879599066063946),1,1096,1109703363
1972-01-01,  4 AVENUE,  3 STREET,SE,Traffic signal T intersection,Yes,Yes,No,51.049140247196505,-114.05540095149603,POINT (-114.05540095149603 51.049140247196505),1,0302,1109001375
2000-10-20,ERIN WOODS BOULEVARD, 36 STREET,SE,Traffic signal,Yes,No,No,51.01764051013824,-113.9793483950716,POINT (-113.9793483950716 51.01764051013824),1,0557,1109001714
2023-09-21,SIROCCO DRIVE,SIGNAL HILL HEIGHTS,SW,Pedestrian RRFB,Yes,No,No,51.03270154671557,-114.16723049729454,POINT (-114.16723049729454 51.03270154671557),1,B0054,1110310148
1965-01-01,HERITAGE DRIVE,FAIRMOUNT DRIVE,SE,Traffic signal,Yes,Yes,Yes,50.97956412644215,-114.0599389210273,POINT (-114.0599389210273 50.97956412644215),1,0665,1109001336
2000-06-05, 11 AVENUE, 10 STREET,SW,Traffic signal,Yes,Yes,No,51.043028128473665,-114.0863794725488,POINT (-114.0863794725488 51.043028128473665),1,0432,1109000981
1994-08-29,BLACKFOOT TRAIL,ALYTH ROAD,SE,Traffic signal,Yes,No,No,51.03407011632522,-114.02527240809347,POINT (-114.02527240809347 51.03407011632522),1,0486,1109001440
2000-06-29, 11 AVENUE, 12 STREET,SW,Traffic signal,Yes,Yes,Yes,51.04318104569478,-114.09131101378584,POINT (-114.09131101378584 51.04318104569478),1,0428,1109000958
2019-04-29,CRANSTON AVENUE,CRANSTON ROAD,SE,Pedestrian RRFB,Yes,No,No,50.87976962552308,-113.97896017571921,POINT (-113.97896017571921 50.87976962552308),1,B0009,1110203124
2005-03-28,114 AVENUE/DOUGLASGLEN GATE, 24 STREET,SE,Traffic signal,Yes,Yes,Yes,50.953607812104345,-114.0008397305752,POINT (-114.0008397305752 50.953607812104345),1,0849,1109001578
2022-08-24,MCKENZIE LAKE BOULEVARD,MCKENZIE LAKE DR/MOUNTAIN PARK DR,SE,Traffic signal,Yes,Yes,Yes,50.902122808354534,-113.99108009695016,POINT (-113.99108009695016 50.902122808354534),1,1257,1110334655
1950-01-01, 17 AVENUE,  4 STREET,SW,Traffic signal,No,Yes,Yes,51.03783054751377,-114.07150054391543,POINT (-114.07150054391543 51.03783054751377),1,0454,1109001165
1997-05-16,RICHMOND ROAD,SARCEE TRAIL,SW,Traffic signal,Yes,Yes,Yes,51.01804005752627,-114.16602432693426,POINT (-114.16602432693426 51.01804005752627),1,0538,1109000621
2011-10-20, 26 AVENUE, 69 STREET,SW,Traffic signal,Yes,No,No,51.03051805459355,-114.1875985825885,POINT (-114.1875985825885 51.03051805459355),1,0755,1109628459
2003-05-22,  7 AVENUE,  4 STREET,SE,Traffic signal,No,Yes,No,51.046199690917355,-114.0531367761421,POINT (-114.0531367761421 51.046199690917355),1,0361,1109001392
2000-06-01, 11 AVENUE,  9 STREET,SW,Traffic signal,No,Yes,Yes,51.042962280439085,-114.08392774314814,POINT (-114.08392774314814 51.042962280439085),1,0431,1109001008
2008-11-05,BEDDINGTON TRAIL,COUNTRY HILLS BOULEVARD,NW,Traffic signal,Yes,No,No,51.1447382260002,-114.09333903223438,POINT (-114.09333903223438 51.1447382260002),1,1010,1109243201
1995-06-12,EDGEMONT BOULEVARD,EDGEVALLEY DR/EDENWOLD DR,NW,Traffic signal,Yes,Yes,No,51.12722518468688,-114.14492024679821,POINT (-114.14492024679821 51.12722518468688),1,0055,1109000683
1981-09-01,BEDDINGTON BOULEVARD,BERWICK WAY,NW,Overhead Flasher,Yes,No,No,51.13015553529161,-114.0836111280126,POINT (-114.0836111280126 51.13015553529161),1,B2501,1109001015
2018-06-28,NOLAN HILL DRIVE/SHERVIEW DRIVE,SYMONS VALLEY PARKWAY,NW,Traffic signal,Yes,Yes,Yes,51.168037648445114,-114.16062166142731,POINT (-114.16062166142731 51.168037648445114),1,0750,1110119326
2018-10-15, 88 AVENUE,METIS TRAIL,NE,Traffic signal,Yes,Yes,Yes,51.13258964097041,-113.97010614193873,POINT (-113.97010614193873 51.13258964097041),1,1149,1110004236
2017-02-23,COUNTRY HILLS BOULEVARD, 25 STREET ,NE,Traffic signal,Yes,No,No,51.15431189742726,-113.9974061308389,POINT (-113.9974061308389 51.15431189742726),1,1061,1109407701
1999-12-02,CHINOOK CENTRE,  5 STREET,SW,Traffic signal T intersection,Yes,No,No,50.99956111144199,-114.07624651338193,POINT (-114.07624651338193 50.99956111144199),1,0608,1109001091
1972-01-01,  4 AVENUE,  3 STREET,SW,Traffic signal,No,No,Yes,51.04952593242201,-114.0701088663598,POINT (-114.0701088663598 51.04952593242201),1,0296,1109001195
2017-07-13, 30 AVENUE, 51 STREET,SW,Pedestrian RRFB,Yes,No,No,51.027028497563784,-114.16096745227512,POINT (-114.16096745227512 51.027028497563784),1,B2902,1110061947
1985-10-03,BRAESIDE DRIVE/OAKFIELD DRIVE, 24 STREET,SW,Traffic signal,Yes,No,Yes,50.954099406593734,-114.11798220066404,POINT (-114.11798220066404 50.954099406593734),1,0785,1109000788
2003-09-11, 23 AVENUE, 23 STREET,NE,Traffic signal T intersection,Yes,No,No,51.073468496052534,-114.00413814256449,POINT (-114.00413814256449 51.073468496052534),1,0259,1109001489
2020-03-02, 9100,BONAVENTURE DRIVE,SE,Overhead Flasher,Yes,No,No,50.97039833179587,-114.06876391593748,POINT (-114.06876391593748 50.97039833179587),1,B0003,1110203117
2007-10-04,SYMONS VALLEY ROAD,CREEKSIDE S.C.,NW,Traffic signal T intersection,Yes,No,No,51.15986955032818,-114.12343545523123,POINT (-114.12343545523123 51.15986955032818),1,0960,1109000758
1980-01-01,MEMORIAL DRIVE, 28 STREET,SE,Traffic signal,Yes,Yes,No,51.049070169841784,-113.99117184742042,POINT (-113.99117184742042 51.049070169841784),1,0275,1109001658
2017-03-30,AUBURN MEADOWS AVENUE/MAHOGANY ST, 52 STREET,SE,Traffic signal,Yes,Yes,No,50.89657650133738,-113.94321703727107,POINT (-113.94321703727107 50.89657650133738),1,1157,1109971126
2001-06-21, 32 AVENUE, 64 STREET/RUNDLEHORN DRIVE,NE,Traffic signal,Yes,No,No,51.081524462912014,-113.94096000321261,POINT (-113.94096000321261 51.081524462912014),1,0776,1109001512
1966-08-01, 11 AVENUE, 16 STREET,SW,Overhead Flasher,Yes,No,No,51.04339180080498,-114.09925110901061,POINT (-114.09925110901061 51.04339180080498),1,B2609,1109000847
2000-01-01,SIROCCO DRIVE,SIGNATURE WAY,SW,Traffic signal,Yes,No,No,51.03595954320153,-114.16802980279043,POINT (-114.16802980279043 51.03595954320153),1,0435,1109000616
1973-01-01, 64 AVENUE,CENTRE STREET,N,Traffic signal,Yes,Yes,Yes,51.11060615784619,-114.0624503371316,POINT (-114.0624503371316 51.11060615784619),1,0023,1109001308
2003-11-28, 17 AVENUE, 61 STREET,SE,Overhead Flasher,Yes,No,No,51.03787325203959,-113.94275203480149,POINT (-113.94275203480149 51.03787325203959),1,B2722,1109001507
2020-08-05,SAGE HILL GATE, 37 STREET,NW,Traffic signal,Yes,Yes,Yes,51.17077606345762,-114.14115928414893,POINT (-114.14115928414893 51.17077606345762),1,1187,1110175336
2017-05-05,DALHOUSIE DRIVE,DALGETTY DRIVE,NW,Pedestrian RRFB,Yes,No,No,51.103395385299386,-114.15010455386678,POINT (-114.15010455386678 51.103395385299386),1,B2868,1110038977
1989-10-13, 32 AVENUE/CHARLESWOOD DRIVE,CROWCHILD TR SB RAMP,NW,Traffic signal T intersection,Yes,No,No,51.08213204997615,-114.12715838772014,POINT (-114.12715838772014 51.08213204997615),1,0106,1109000754
2017-05-25,ROCKBOROUGH PARK/ROYAL OAK GARDENS,ROCKY RIDGE ROAD,NW,Pedestrian RRFB,Yes,No,No,51.15201434345259,-114.2342227290316,POINT (-114.2342227290316 51.15201434345259),1,B2884,1110046507
1980-01-01,JOHN LAURIE BOULEVARD,SHAGANAPPI TRAIL,NW,Traffic signal,Yes,Yes,No,51.109107360129656,-114.1400826350111,POINT (-114.1400826350111 51.109107360129656),1,0045,1109000708
2017-06-10, 78 AVENUE,OGDEN ROAD,SE,Overhead Flasher,Yes,No,No,50.98317538966618,-113.99877907098785,POINT (-113.99877907098785 50.98317538966618),1,2817,1109993204
1997-10-20,MARLBOROUGH DRIVE,MARLBOROUGH WAY,NE,Traffic signal,Yes,No,No,51.05951255531546,-113.97508303150019,POINT (-113.97508303150019 51.05951255531546),1,0229,1109001729
2009-10-26,128 AVENUE,METIS TRAIL,NE,Traffic signal,Yes,No,No,51.1653571391847,-113.97001801780152,POINT (-113.97001801780152 51.1653571391847),1,1017,1109243830
1984-01-01,NOSE HILL DRIVE,CROWFOOT WAY/RANCHLAND BV,NW,Traffic signal,Yes,Yes,Yes,51.12429246716005,-114.19821344571861,POINT (-114.19821344571861 51.12429246716005),1,0065,1109000569
2024-03-14,  9 AVENUE, 14 STREET,SE,Overhead Flasher,,No,No,51.03917911489064,-114.02900740468537,POINT (-114.02900740468537 51.03917911489064),1,B0075,1110368345
1998-08-19,COUNTRY HILLS BOULEVARD,EDGEBROOK BV/HAMPTONS DR,NW,Traffic signal,Yes,No,No,51.14038976551034,-114.13192971659619,POINT (-114.13192971659619 51.14038976551034),1,0926,1109000733
2005-11-09,COUNTRY HILLS BOULEVARD,HAMPTONS BOULEVARD,NW,Traffic signal T intersection,Yes,No,No,51.13876800916588,-114.14977454083787,POINT (-114.14977454083787 51.13876800916588),1,0924,1109000667
2017-10-28,SANDSTONE DRIVE,SANDSTONE HILL,NW,Pedestrian RRFB,Yes,No,No,51.13449025159369,-114.0901151949631,POINT (-114.0901151949631 51.13449025159369),1,B2914,1110067646
1956-01-01,  5 AVENUE,  2 STREET,SW,Traffic signal,No,Yes,No,51.048529450956394,-114.06777204298587,POINT (-114.06777204298587 51.048529450956394),1,0310,1109001231
2001-09-10,CROWFOOT WAY,CROWFOOT CRES/CROWFOOT CIR,NW,Traffic signal,Yes,No,Yes,51.125596069496176,-114.20704002629759,POINT (-114.20704002629759 51.125596069496176),1,0126,1109000555
2022-08-30, 34 AVENUE, 69 STREET,NW,Traffic signal,Yes,Yes,Yes,51.083784689750765,-114.18764765830865,POINT (-114.18764765830865 51.083784689750765),1,1247,1110307067
2005-05-30,FALCONRIDGE DRIVE,FALSBRIDGE GATE,NE,Traffic signal T intersection,Yes,No,No,51.09969779135917,-113.95652716410082,POINT (-113.95652716410082 51.09969779135917),1,0939,1109001797
2003-06-22, 14 AVENUE, 14 STREET,SW,Traffic signal,No,No,No,51.04041097493088,-114.09471028133052,POINT (-114.09471028133052 51.04041097493088),1,0261,1109000936
2018-01-05,MISSION ROAD, 30 AVE & 34 AVE,SW,Pedestrian RRFB,Yes,No,No,51.024517287185944,-114.06949125328316,POINT (-114.06949125328316 51.024517287185944),1,B2744,1110123173
2020-03-26,AUBURN BAY AVENUE/MAHOGANY DRIVE, 52 STREET,SE,Traffic signal,Yes,Yes,Yes,50.89099906669982,-113.94245625267433,POINT (-113.94245625267433 50.89099906669982),1,1191,1110175505
2021-11-22, 24 AVENUE, 22 STREET,NW,Pedestrian RRFB,Yes,No,No,51.074277073519774,-114.11294636340291,POINT (-114.11294636340291 51.074277073519774),1,B0037,1110263578
1986-09-18, 37 AVENUE,BARLOW TRAIL,NE,Traffic signal,Yes,No,No,51.086683384377444,-114.0016842756851,POINT (-114.0016842756851 51.086683384377444),1,0085,1109001501
1973-01-01,  6 AVENUE, 10 STREET,SW,Traffic signal,No,Yes,No,51.048082257260525,-114.08602516770246,POINT (-114.08602516770246 51.048082257260525),1,0317,1109000984
1975-02-01,BOWNESS ROAD, 52 STREET,NW,Overhead Flasher,Yes,No,No,51.07739400092394,-114.17074249149879,POINT (-114.17074249149879 51.07739400092394),1,B2548,1109000612
2015-09-18,FALCONRIDGE BOULEVARD,SADDLETOWNE CIRCLE,NE,Traffic signal,Yes,Yes,No,51.12141628843389,-113.94674465734764,POINT (-113.94674465734764 51.12141628843389),1,1120,1109001816
2017-09-15,COUNTRY HILLS BOULEVARD,CITYSCAPE GATE/52 STREET,NE,Traffic signal,Yes,Yes,No,51.15425889953754,-113.9583810850974,POINT (-113.9583810850974 51.15425889953754),1,1147,1109960225
2018-09-13,114 AVENUE, 56 STREET,SE,Traffic signal,Yes,No,No,50.950457092057995,-113.95190586156524,POINT (-113.95190586156524 50.950457092057995),1,1163,1110060543
1986-10-30, 26 AVENUE, 29 STREET,SW,Traffic signal,Yes,No,No,51.030066276993445,-114.129573950632,POINT (-114.129573950632 51.030066276993445),1,0507,1109000737
2012-04-18,QUARRY PARK BOULEVARD,QUARRY GATE,SE,Pedestrian RRFB,Yes,No,No,50.96104795903066,-114.01744206488065,POINT (-114.01744206488065 50.96104795903066),1,B2764,1109641388
2023-10-19,SETON WAY,WATER STREET,SE,Traffic signal,Yes,Yes,Yes,50.87405123992967,-113.95718399529882,POINT (-113.95718399529882 50.87405123992967),1,1136,1109791093
2011-05-19,114 AVENUE, 35 STREET ,SE,Traffic signal T intersection,Yes,No,No,50.949673063508676,-113.98583710157045,POINT (-113.98583710157045 50.949673063508676),1,1070,1109587727
2001-08-30, 24 AVENUE,  4 STREET,SW,Traffic signal,No,Yes,No,51.03156233939638,-114.07145013194912,POINT (-114.07145013194912 51.03156233939638),1,0489,1109001183
1986-10-23, 56 AVENUE/NORTHMOUNT DRIVE,CENTRE STREET,N,Traffic signal,Yes,Yes,Yes,51.10264645677101,-114.06241518585297,POINT (-114.06241518585297 51.10264645677101),1,0078,1109001306
1982-08-01,WHITEHORN DRIVE, 42 STREET,NE,Overhead Flasher,Yes,No,No,51.084909229968325,-113.97263870335917,POINT (-113.97263870335917 51.084909229968325),1,B2560,1109001735
1984-01-01, 16 AVENUE, 36 STREET,NE,1/4 signal,No,No,No,51.065663929211524,-113.98161461939664,POINT (-113.98161461939664 51.065663929211524),1,0211,1109001704
2000-07-21,CORAL SPRINGS BOULEVARD, 68 STREET,NE,Traffic signal T intersection,Yes,No,No,51.09913662849953,-113.93509921597825,POINT (-113.93509921597825 51.09913662849953),1,0035,1109001526
2022-11-03,NORTHMOUNT DRIVE,CLARENDON ROAD,NW,Pedestrian RRFB,,No,No,51.08513488889425,-114.10085276012653,POINT (-114.10085276012653 51.08513488889425),1,B0067,1110346819
1954-01-01, 17 AVENUE,  1 STREET,SW,Traffic signal T intersection,No,Yes,No,51.03783264463914,-114.06605967471529,POINT (-114.06605967471529 51.03783264463914),1,0456,1109001246
2017-04-12,OAKFIELD DRIVE, 30 STREET,SW,Pedestrian RRFB,Yes,No,No,50.95403211767574,-114.12963065533923,POINT (-114.12963065533923 50.95403211767574),1,B2862,1110038968
1981-01-01,CENTRE STREET,GLENMORE TRAIL WB RAMP,S,Traffic signal T intersection,Yes,No,No,50.994155402486044,-114.06382014593147,POINT (-114.06382014593147 50.994155402486044),1,0635,1109001272
2012-12-24, 14 AVENUE, 85 STREET,SW,Traffic signal,Yes,Yes,Yes,51.0451788723705,-114.21096863680818,POINT (-114.21096863680818 51.0451788723705),1,0683,1109000543
